Data;MÊS;Código;Produto;Peças Recebidas com Defeito;Lote;Fábrica Origem;Transportadora;Valor unitario;Valor total;Categoria;;
43865;FEV;58880;Produto L;172;T158TA;Fábrica Sudeste;Gavião;5,14;884,08;HIDRO;;
43865;FEV;30581;Produto M;280;T325TA;Fábrica Nordeste;Flash;5,05;1414;TERCEIROS;;
43865;FEV;36379;Produto G;286;T276TA;Fábrica Sudeste;Vai e Vêm;5,2;1487,2;HIDRO;;
43866;FEV;39682;Produto K;229;T297;Fábrica Nordeste;Del Monte;10,31;2360,99;GIFT;;
43866;FEV;71594;Produto C;357;S218T;Fábrica Nordeste;Novo Horizonte;18,92;6754,44;TERCEIROS;;
43866;FEV;48128;Produto F;421;T353;Fábrica Nordeste;Del Monte;3;1263;CREMES;;
43866;FEV;59587;Produto S;97;U017TA;Fábrica Sudeste;Del Monte;4,1;397,7;TERCEIROS;;
43867;FEV;29670;Produto D;449;T332;Fábrica Sudeste;Flash;5,78;2595,22;CREMES;;
43867;FEV;48128;Produto F;396;T330A;Fábrica Nordeste;Flash;1,88;744,48;GIFT;;
43867;FEV;49060;Produto A;231;BU003;Fábrica Nordeste;Novo Horizonte;2,68;619,08;MAKE;;
43867;FEV;73791;Produto B;214;BU015;Fábrica Sudeste;Vai e Vêm;9,81;2099,34;GIFT;;
43867;FEV;37166;Produto N;123;BT277;Fábrica Sudeste;Rapidex;15,74;1936,02;MAKE;;
43867;FEV;34905;Produto H;86;T354BT;Fábrica Nordeste;Flash;4,33;372,38;CREMES;;
43867;FEV;73791;Produto B;134;U022;Fábrica Nordeste;Flash;26,12;3500,08;TERCEIROS;;
43866;FEV;44847;Produto P;268;BU020;Fábrica Nordeste;Rapidex;6,74;1806,32;HIDRO;;
43866;FEV;59587;Produto S;321;T285TL;Fábrica Nordeste;Flash;1,79;574,59;HIDRO;;
43866;FEV;41763;Produto I;50;BT274A;Fábrica Nordeste;Flash;2,69;134,5;HIDRO;;
43866;FEV;38309;Produto W;268;T113B;Fábrica Sudeste;Rapidex;3,68;986,24;TERCEIROS;;
43866;FEV;70428;Produto O;405;BT332;Fábrica Nordeste;Gavião;2,42;980,1;GIFT;;
43866;FEV;46609;Produto Q;153;BT331;Fábrica Sudeste;Vai e Vêm;5,94;908,82;MAKE;;
43866;FEV;79267;Produto X;273;BU029;Fábrica Sudeste;Del Monte;12,43;3393,39;TERCEIROS;;
43866;FEV;38309;Produto W;373;T346STL;Fábrica Sudeste;Novo Horizonte;6,01;2241,73;GIFT;;
43866;FEV;46609;Produto Q;125;T355TL;Fábrica Nordeste;Del Monte;4,86;607,5;CREMES;;
43866;FEV;59587;Produto S;193;T324;Fábrica Sudeste;Gavião;4,09;789,37;GIFT;;
43866;FEV;37166;Produto N;111;T322;Fábrica Nordeste;Rapidex;4,86;539,46;TERCEIROS;;
43866;FEV;59587;Produto S;366;U024;Fábrica Sudeste;Gavião;1,81;662,46;MAKE;;
43866;FEV;44847;Produto P;1;U013;Fábrica Sudeste;Flash;5,98;5,98;GIFT;;
43868;FEV;44452;Produto V;44;t318;Fábrica Sudeste;Novo Horizonte;8,91;392,04;TERCEIROS;;
43868;FEV;71644;Produto J;321;T312TL;Fábrica Sudeste;Del Monte;1,96;629,16;GIFT;;
43868;FEV;59587;Produto S;315;T149;Fábrica Sudeste;Del Monte;13,33;4198,95;CREMES;;
43868;FEV;70118;Produto T;317;T219TO;Fábrica Nordeste;Novo Horizonte;5,87;1860,79;MAKE;;
43868;FEV;34344;Produto Y;428;S149;Fábrica Sudeste;Del Monte;6,2;2653,6;MAKE;;
43868;FEV;30581;Produto M;463;T217;Fábrica Nordeste;Rapidex;4,25;1967,75;MAKE;;
43867;FEV;70118;Produto T;7;BU027;Fábrica Nordeste;Rapidex;1,68;11,76;CREMES;;
43867;FEV;79267;Produto X;439;BU011B;Fábrica Nordeste;Rapidex;5,47;2401,33;GIFT;;
43867;FEV;29670;Produto D;234;T113B;Fábrica Nordeste;Flash;3,68;861,12;HIDRO;;
43867;FEV;36379;Produto G;439;U010;Fábrica Sudeste;Vai e Vêm;2,23;978,97;TERCEIROS;;
43867;FEV;59587;Produto S;490;t356;Fábrica Nordeste;Flash;6,2;3038;HIDRO;;
43867;FEV;46609;Produto Q;454;T337TL;Fábrica Nordeste;Gavião;3,23;1466,42;HIDRO;;
43867;FEV;46609;Produto Q;308;T339TL;Fábrica Sudeste;Vai e Vêm;2,84;874,72;MAKE;;
43867;FEV;44847;Produto P;482;T285TL;Fábrica Sudeste;Flash;1,79;862,78;HIDRO;;
43867;FEV;30581;Produto M;423;T289A;Fábrica Nordeste;Del Monte;19,81;8379,63;MAKE;;
43867;FEV;44847;Produto P;64;BU017A;Fábrica Sudeste;Novo Horizonte;6,77;433,28;MAKE;;
43867;FEV;65472;Produto U;147;T113B;Fábrica Nordeste;Del Monte;3,68;540,96;TERCEIROS;;
43867;FEV;30581;Produto M;176;BU024;Fábrica Sudeste;Vai e Vêm;8,58;1510,08;TERCEIROS;;
43867;FEV;29670;Produto D;371;U028;Fábrica Sudeste;Rapidex;2,9;1075,9;MAKE;;
43867;FEV;58880;Produto L;405;BT310;Fábrica Nordeste;Rapidex;12,73;5155,65;TERCEIROS;;
43867;FEV;59587;Produto S;269;BU023;Fábrica Nordeste;Rapidex;12,49;3359,81;TERCEIROS;;
43867;FEV;71594;Produto C;261;T092;Fábrica Sudeste;Vai e Vêm;17,24;4499,64;CREMES;;
43867;FEV;44452;Produto V;216;T350;Fábrica Nordeste;Gavião;10,2;2203,2;HIDRO;;
43867;FEV;46609;Produto Q;1;T351A;Fábrica Nordeste;Flash;12,17;12,17;GIFT;;
43867;FEV;36379;Produto G;117;LF20190013;Fábrica Sudeste;Vai e Vêm;1,85;216,45;MAKE;;
43868;FEV;41763;Produto I;244;BU023;Fábrica Nordeste;Rapidex;12,49;3047,56;TERCEIROS;;
43868;FEV;41763;Produto I;300;t190tt;Fábrica Nordeste;Del Monte;3,96;1188;CREMES;;
43868;FEV;38309;Produto W;168;BU013;Fábrica Sudeste;Novo Horizonte;13,33;2239,44;CREMES;;
43868;FEV;36379;Produto G;487;BU028;Fábrica Nordeste;Flash;4,64;2259,68;HIDRO;;
43868;FEV;41763;Produto I;18;bt354;Fábrica Sudeste;Rapidex;2,82;50,76;HIDRO;;
43868;FEV;71644;Produto J;1;U014A;Fábrica Sudeste;Gavião;7,7;7,7;CREMES;;
43869;FEV;30581;Produto M;356;u027at;Fábrica Sudeste;Novo Horizonte;4,33;1541,48;CREMES;;
43869;FEV;44452;Produto V;126;BU020;Fábrica Sudeste;Novo Horizonte;4,65;585,9;HIDRO;;
43869;FEV;71594;Produto C;120;T338ATO;Fábrica Sudeste;Novo Horizonte;3,55;426;MAKE;;
43869;FEV;44847;Produto P;340;T102T;Fábrica Sudeste;Novo Horizonte;12,49;4246,6;HIDRO;;
43869;FEV;30581;Produto M;224;T303A;Fábrica Sudeste;Rapidex;3,18;712,32;TERCEIROS;;
43869;FEV;58880;Produto L;132;T306;Fábrica Sudeste;Del Monte;7,67;1012,44;HIDRO;;
43869;FEV;37166;Produto N;135;T263TA;Fábrica Nordeste;Rapidex;5,05;681,75;TERCEIROS;;
43869;FEV;73791;Produto B;36;t207tc;Fábrica Nordeste;Novo Horizonte;14,48;521,28;GIFT;;
43869;FEV;70428;Produto O;168;bu020;Fábrica Sudeste;Del Monte;4,65;781,2;MAKE;;
43868;FEV;29670;Produto D;381;T344;Fábrica Nordeste;Flash;33,56;12786,36;HIDRO;;
43868;FEV;38309;Produto W;34;T270TL;Fábrica Sudeste;Flash;5,82;197,88;GIFT;;
43868;FEV;30581;Produto M;104;BU029;Fábrica Sudeste;Novo Horizonte;12,43;1292,72;MAKE;;
43868;FEV;34344;Produto Y;65;BU022;Fábrica Nordeste;Rapidex;4,12;267,8;TERCEIROS;;
43868;FEV;30581;Produto M;23;T346ATL;Fábrica Sudeste;Vai e Vêm;6,01;138,23;HIDRO;;
43868;FEV;38309;Produto W;309;BT351A;Fábrica Sudeste;Vai e Vêm;2,42;747,78;CREMES;;
43868;FEV;71594;Produto C;222;BU029;Fábrica Nordeste;Flash;4,65;1032,3;GIFT;;
43868;FEV;49060;Produto A;295;BU014A;Fábrica Nordeste;Novo Horizonte;10,59;3124,05;HIDRO;;
43868;FEV;34344;Produto Y;57;T262T;Fábrica Sudeste;Novo Horizonte;6,16;351,12;TERCEIROS;;
43868;FEV;41460;Produto E;407;T319T;Fábrica Nordeste;Flash;6,16;2507,12;TERCEIROS;;
43868;FEV;71644;Produto J;203;U011;Fábrica Nordeste;Del Monte;4,92;998,76;TERCEIROS;;
43868;FEV;44452;Produto V;304;T331;Fábrica Sudeste;Gavião;8,59;2611,36;TERCEIROS;;
43868;FEV;73791;Produto B;265;T322;Fábrica Nordeste;Del Monte;4,86;1287,9;GIFT;;
43869;FEV;77891;Produto R;287;T277TA;Fábrica Sudeste;Rapidex;3,88;1113,56;CREMES;;
43869;FEV;38309;Produto W;116;BT355;Fábrica Nordeste;Gavião;10,16;1178,56;TERCEIROS;;
43869;FEV;73791;Produto B;4;T283TL;Fábrica Sudeste;Del Monte;5,72;22,88;MAKE;;
43869;FEV;29670;Produto D;113;BU029;Fábrica Sudeste;Flash;4,65;525,45;HIDRO;;
43869;FEV;44847;Produto P;281;U009BT;Fábrica Sudeste;Vai e Vêm;6,18;1736,58;MAKE;;
43869;FEV;37166;Produto N;309;T324;Fábrica Nordeste;Gavião;10,63;3284,67;CREMES;;
43871;FEV;46609;Produto Q;439;BU020;Fábrica Sudeste;Del Monte;4,65;2041,35;HIDRO;;
43871;FEV;29670;Produto D;129;U008TL;Fábrica Sudeste;Vai e Vêm;4,86;626,94;MAKE;;
43871;FEV;70428;Produto O;145;t303tl;Fábrica Sudeste;Vai e Vêm;2,84;411,8;MAKE;;
43871;FEV;73791;Produto B;130;BT28A;Fábrica Sudeste;Vai e Vêm;4,67;607,1;MAKE;;
43871;FEV;29670;Produto D;317;BT305;Fábrica Sudeste;Gavião;14,12;4476,04;GIFT;;
43871;FEV;58880;Produto L;252;T283TL;Fábrica Nordeste;Flash;5,72;1441,44;HIDRO;;
43871;FEV;34905;Produto H;160;U032;Fábrica Sudeste;Rapidex;2,24;358,4;TERCEIROS;;
43871;FEV;41460;Produto E;73;T341A;Fábrica Sudeste;Vai e Vêm;2,62;191,26;GIFT;;
43871;FEV;70428;Produto O;403;U008TA;Fábrica Sudeste;Novo Horizonte;4,87;1962,61;TERCEIROS;;
43871;FEV;36379;Produto G;476;T247;Fábrica Sudeste;Del Monte;8,67;4126,92;GIFT;;
43871;FEV;44452;Produto V;391;U031;Fábrica Nordeste;Flash;13,7;5356,7;CREMES;;
43871;FEV;71644;Produto J;460;T262T;Fábrica Nordeste;Novo Horizonte;6,16;2833,6;HIDRO;;
43871;FEV;73791;Produto B;220;T344;Fábrica Nordeste;Gavião;3,63;798,6;GIFT;;
43871;FEV;65472;Produto U;221;T106T;Fábrica Nordeste;Vai e Vêm;5,62;1242,02;HIDRO;;
43871;FEV;41763;Produto I;172;u027at;Fábrica Sudeste;Rapidex;4,92;846,24;TERCEIROS;;
43871;FEV;58880;Produto L;273;T337TO;Fábrica Nordeste;Novo Horizonte;1,19;324,87;TERCEIROS;;
43871;FEV;71594;Produto C;191;U027TL;Fábrica Nordeste;Novo Horizonte;4,38;836,58;CREMES;;
43871;FEV;38309;Produto W;263;U22TL;Fábrica Nordeste;Gavião;13,88;3650,44;CREMES;;
43871;FEV;34905;Produto H;73;T317TL;Fábrica Nordeste;Del Monte;5,93;432,89;MAKE;;
43871;FEV;34905;Produto H;185;T270TL;Fábrica Nordeste;Rapidex;5,82;1076,7;HIDRO;;
43871;FEV;79267;Produto X;288;U007ATL;Fábrica Nordeste;Vai e Vêm;4,86;1399,68;HIDRO;;
43871;FEV;34344;Produto Y;396;BU029;Fábrica Sudeste;Novo Horizonte;4,65;1841,4;TERCEIROS;;
43871;FEV;44847;Produto P;386;BU016;Fábrica Nordeste;Vai e Vêm;5,74;2215,64;CREMES;;
43871;FEV;34344;Produto Y;486;BT343;Fábrica Nordeste;Rapidex;3,11;1511,46;TERCEIROS;;
43871;FEV;71594;Produto C;1;T351A;Fábrica Sudeste;Vai e Vêm;12,17;12,17;TERCEIROS;;
43871;FEV;70428;Produto O;101;BU015;Fábrica Nordeste;Rapidex;9,81;990,81;GIFT;;
43871;FEV;65472;Produto U;384;BT351;Fábrica Sudeste;Novo Horizonte;9,47;3636,48;GIFT;;
43871;FEV;36379;Produto G;12;BT347;Fábrica Nordeste;Flash;10,43;125,16;HIDRO;;
43871;FEV;30581;Produto M;113;BT362A;Fábrica Sudeste;Rapidex;6,27;708,51;HIDRO;;
43871;FEV;70118;Produto T;67;BT353;Fábrica Sudeste;Gavião;7,3;489,1;MAKE;;
43871;FEV;77891;Produto R;275;BU006;Fábrica Nordeste;Rapidex;4,49;1234,75;TERCEIROS;;
43871;FEV;70428;Produto O;126;T339BTO;Fábrica Nordeste;Del Monte;3,55;447,3;MAKE;;
43871;FEV;38309;Produto W;451;BT362A;Fábrica Sudeste;Rapidex;7,62;3436,62;TERCEIROS;;
43871;FEV;65472;Produto U;273;T362;Fábrica Nordeste;Gavião;10,07;2749,11;TERCEIROS;;
43871;FEV;46609;Produto Q;204;T352TL;Fábrica Sudeste;Del Monte;4,45;907,8;MAKE;;
43872;FEV;71594;Produto C;7;BU025;Fábrica Nordeste;Novo Horizonte;3,15;22,05;CREMES;;
43872;FEV;59587;Produto S;413;U020;Fábrica Nordeste;Del Monte;9,02;3725,26;MAKE;;
43872;FEV;79267;Produto X;8;U020TA;Fábrica Nordeste;Gavião;4,1;32,8;GIFT;;
43872;FEV;37166;Produto N;257;T325TA;Fábrica Nordeste;Gavião;5,09;1308,13;HIDRO;;
43872;FEV;37166;Produto N;130;U024;Fábrica Sudeste;Gavião;3,81;495,3;TERCEIROS;;
43872;FEV;44847;Produto P;307;T350;Fábrica Sudeste;Vai e Vêm;3,63;1114,41;GIFT;;
43872;FEV;70428;Produto O;41;U007;Fábrica Sudeste;Novo Horizonte;4,37;179,17;TERCEIROS;;
43872;FEV;30581;Produto M;19;U034;Fábrica Nordeste;Del Monte;2,96;56,24;GIFT;;
43872;FEV;36379;Produto G;182;U022;Fábrica Sudeste;Vai e Vêm;4,91;893,62;TERCEIROS;;
43872;FEV;29670;Produto D;220;T247TR;Fábrica Nordeste;Gavião;2,42;532,4;HIDRO;;
43873;FEV;41763;Produto I;328;BT201;Fábrica Nordeste;Novo Horizonte;28,95;9495,6;TERCEIROS;;
43872;FEV;71594;Produto C;113;U021;Fábrica Sudeste;Gavião;4,67;527,71;GIFT;;
43872;FEV;79267;Produto X;241;T345;Fábrica Nordeste;Del Monte;3,63;874,83;HIDRO;;
43872;FEV;71594;Produto C;218;U013;Fábrica Nordeste;Flash;3,64;793,52;CREMES;;
43872;FEV;41460;Produto E;327;T351TO;Fábrica Nordeste;Rapidex;4,05;1324,35;GIFT;;
43872;FEV;39682;Produto K;349;T246TC;Fábrica Nordeste;Gavião;13,85;4833,65;HIDRO;;
43872;FEV;70118;Produto T;224;T353A;Fábrica Nordeste;Novo Horizonte;11,22;2513,28;HIDRO;;
43872;FEV;71644;Produto J;260;BT362;Fábrica Nordeste;Flash;7,62;1981,2;HIDRO;;
43872;FEV;34344;Produto Y;138;T220;Fábrica Sudeste;Rapidex;14,11;1947,18;HIDRO;;
43872;FEV;44847;Produto P;201;U029TA;Fábrica Sudeste;Novo Horizonte;4,96;996,96;GIFT;;
43872;FEV;70118;Produto T;454;U009;Fábrica Sudeste;Vai e Vêm;7,71;3500,34;CREMES;;
43872;FEV;59587;Produto S;234;T352TA;Fábrica Sudeste;Rapidex;4,45;1041,3;TERCEIROS;;
43873;FEV;46609;Produto Q;41;bu034;Fábrica Sudeste;Flash;5,09;208,69;GIFT;;
43873;FEV;79267;Produto X;488;BU008;Fábrica Sudeste;Novo Horizonte;4,19;2044,72;MAKE;;
43873;FEV;44847;Produto P;183;U016;Fábrica Sudeste;Rapidex;3,86;706,38;MAKE;;
43873;FEV;44847;Produto P;79;U014A;Fábrica Nordeste;Flash;5,51;435,29;TERCEIROS;;
43873;FEV;39682;Produto K;74;T353;Fábrica Sudeste;Del Monte;11,22;830,28;GIFT;;
43873;FEV;34905;Produto H;61;BT28A;Fábrica Nordeste;Rapidex;63,58;3878,38;GIFT;;
43873;FEV;71594;Produto C;488;T357BT;Fábrica Nordeste;Flash;5,49;2679,12;MAKE;;
43873;FEV;79267;Produto X;273;BU017B;Fábrica Nordeste;Rapidex;6,18;1687,14;GIFT;;
43873;FEV;70118;Produto T;207;U017AT;Fábrica Nordeste;Gavião;6,04;1250,28;MAKE;;
43873;FEV;70428;Produto O;298;BT305;Fábrica Nordeste;Del Monte;14,12;4207,76;MAKE;;
43873;FEV;71594;Produto C;15;BU025A;Fábrica Nordeste;Gavião;3,47;52,05;TERCEIROS;;
43873;FEV;65472;Produto U;61;T353;Fábrica Nordeste;Del Monte;3,63;221,43;TERCEIROS;;
43873;FEV;34344;Produto Y;267;T322T;Fábrica Nordeste;Vai e Vêm;6,15;1642,05;HIDRO;;
43873;FEV;34344;Produto Y;44;T350A;Fábrica Nordeste;Novo Horizonte;1,91;84,04;GIFT;;
43873;FEV;34905;Produto H;445;BU014A;Fábrica Nordeste;Vai e Vêm;1,68;747,6;CREMES;;
43873;FEV;36379;Produto G;487;BU023;Fábrica Nordeste;Novo Horizonte;10,59;5157,33;CREMES;;
43873;FEV;29670;Produto D;127;T350TO;Fábrica Nordeste;Vai e Vêm;3,55;450,85;TERCEIROS;;
43873;FEV;77891;Produto R;301;T246TC;Fábrica Sudeste;Vai e Vêm;13,85;4168,85;MAKE;;
43873;FEV;34344;Produto Y;187;T092;Fábrica Nordeste;Del Monte;17,24;3223,88;HIDRO;;
43873;FEV;39682;Produto K;459;T262T;Fábrica Nordeste;Rapidex;6,16;2827,44;MAKE;;
43873;FEV;41763;Produto I;269;U008T;Fábrica Sudeste;Rapidex;2,9;780,1;GIFT;;
43873;FEV;44847;Produto P;255;U006;Fábrica Sudeste;Novo Horizonte;4,84;1234,2;GIFT;;
43873;FEV;79267;Produto X;312;T341;Fábrica Nordeste;Vai e Vêm;4,52;1410,24;TERCEIROS;;
43873;FEV;58880;Produto L;463;U009;Fábrica Sudeste;Flash;7,71;3569,73;HIDRO;;
43873;FEV;79267;Produto X;322;JY2019002;Fábrica Sudeste;Gavião;2,75;885,5;CREMES;;
43873;FEV;37166;Produto N;394;U023;Fábrica Nordeste;Novo Horizonte;3,63;1430,22;GIFT;;
43873;FEV;73791;Produto B;79;U021;Fábrica Sudeste;Rapidex;4,67;368,93;GIFT;;
43873;FEV;37166;Produto N;22;U007;Fábrica Sudeste;Flash;3,86;84,92;CREMES;;
43873;FEV;41763;Produto I;329;T302;Fábrica Nordeste;Gavião;2,38;783,02;GIFT;;
43873;FEV;44847;Produto P;30;S073T;Fábrica Sudeste;Novo Horizonte;4,96;148,8;CREMES;;
43873;FEV;30581;Produto M;263;T353TA;Fábrica Nordeste;Gavião;4,45;1170,35;CREMES;;
43873;FEV;37166;Produto N;16;T351;Fábrica Nordeste;Gavião;14,62;233,92;GIFT;;
43873;FEV;77891;Produto R;263;bt313;Fábrica Sudeste;Vai e Vêm;9;2367;GIFT;;
43873;FEV;38309;Produto W;393;BU016A;Fábrica Nordeste;Gavião;13,37;5254,41;HIDRO;;
43873;FEV;65472;Produto U;191;BU029;Fábrica Nordeste;Vai e Vêm;12,43;2374,13;TERCEIROS;;
43873;FEV;73791;Produto B;470;T352;Fábrica Sudeste;Rapidex;17,99;8455,3;HIDRO;;
43873;FEV;77891;Produto R;211;U008;Fábrica Nordeste;Del Monte;2,81;592,91;CREMES;;
43873;FEV;41460;Produto E;272;bt361p;Fábrica Nordeste;Vai e Vêm;1,31;356,32;MAKE;;
43873;FEV;34905;Produto H;392;BU031;Fábrica Sudeste;Novo Horizonte;5,52;2163,84;MAKE;;
43873;FEV;44452;Produto V;74;T317TL;Fábrica Sudeste;Flash;5,93;438,82;HIDRO;;
43874;FEV;59587;Produto S;429;T302TE;Fábrica Nordeste;Gavião;15,87;6808,23;CREMES;;
43874;FEV;37166;Produto N;395;U023;Fábrica Sudeste;Rapidex;9,18;3626,1;HIDRO;;
43874;FEV;70428;Produto O;219;T343TO;Fábrica Sudeste;Gavião;3,55;777,45;GIFT;;
43874;FEV;39682;Produto K;293;BU011;Fábrica Sudeste;Flash;7,68;2250,24;GIFT;;
43874;FEV;48128;Produto F;107;T322;Fábrica Sudeste;Novo Horizonte;10,43;1116,01;HIDRO;;
43874;FEV;77891;Produto R;211;BT322;Fábrica Sudeste;Del Monte;2,69;567,59;TERCEIROS;;
43874;FEV;59587;Produto S;68;BU028;Fábrica Sudeste;Novo Horizonte;4,05;275,4;HIDRO;;
43874;FEV;34905;Produto H;364;BU031;Fábrica Sudeste;Vai e Vêm;5,52;2009,28;MAKE;;
43874;FEV;71594;Produto C;240;U027AT;Fábrica Nordeste;Vai e Vêm;4,33;1039,2;MAKE;;
43874;FEV;79267;Produto X;258;u023;Fábrica Sudeste;Flash;4,67;1204,86;TERCEIROS;;
43874;FEV;48128;Produto F;282;U022;Fábrica Sudeste;Gavião;4,66;1314,12;HIDRO;;
43874;FEV;70428;Produto O;117;BT252;Fábrica Sudeste;Del Monte;10,15;1187,55;GIFT;;
43874;FEV;39682;Produto K;352;BU024;Fábrica Nordeste;Del Monte;8,58;3020,16;HIDRO;;
43874;FEV;58880;Produto L;109;BT362A;Fábrica Sudeste;Novo Horizonte;6,27;683,43;TERCEIROS;;
43874;FEV;29670;Produto D;460;BU014;Fábrica Nordeste;Vai e Vêm;2,82;1297,2;HIDRO;;
43874;FEV;38309;Produto W;449;T331TS;Fábrica Sudeste;Novo Horizonte;5,85;2626,65;HIDRO;;
43874;FEV;44452;Produto V;366;U025;Fábrica Nordeste;Novo Horizonte;7,21;2638,86;TERCEIROS;;
43874;FEV;71644;Produto J;367;U008;Fábrica Nordeste;Novo Horizonte;10,19;3739,73;MAKE;;
43874;FEV;34344;Produto Y;204;T352;Fábrica Sudeste;Gavião;3,63;740,52;MAKE;;
43874;FEV;70118;Produto T;359;BU008;Fábrica Nordeste;Rapidex;4,19;1504,21;HIDRO;;
43874;FEV;73791;Produto B;318;T344;Fábrica Sudeste;Flash;3,63;1154,34;CREMES;;
43874;FEV;29670;Produto D;114;T360;Fábrica Nordeste;Rapidex;3,64;414,96;CREMES;;
43874;FEV;70118;Produto T;55;U022;Fábrica Sudeste;Gavião;3,64;200,2;MAKE;;
43874;FEV;41763;Produto I;44;U024;Fábrica Nordeste;Del Monte;4,18;183,92;GIFT;;
43874;FEV;79267;Produto X;316;U015;Fábrica Nordeste;Rapidex;3,86;1219,76;CREMES;;
43874;FEV;38309;Produto W;431;U013TO;Fábrica Nordeste;Rapidex;3,55;1530,05;HIDRO;;
43874;FEV;44847;Produto P;164;T305;Fábrica Nordeste;Novo Horizonte;3,82;626,48;GIFT;;
43874;FEV;44452;Produto V;63;U037;Fábrica Sudeste;Novo Horizonte;1,92;120,96;HIDRO;;
43874;FEV;49060;Produto A;366;U013TO;Fábrica Nordeste;Flash;3,55;1299,3;GIFT;;
43875;FEV;30581;Produto M;90;T327TS;Fábrica Sudeste;Vai e Vêm;3,16;284,4;MAKE;;
43875;FEV;38309;Produto W;445;bt362;Fábrica Sudeste;Rapidex;10,27;4570,15;MAKE;;
43875;FEV;71644;Produto J;392;BT343;Fábrica Sudeste;Rapidex;3,08;1207,36;MAKE;;
43875;FEV;77891;Produto R;433;t355;Fábrica Sudeste;Vai e Vêm;15,16;6564,28;GIFT;;
43875;FEV;70428;Produto O;300;BU027;Fábrica Sudeste;Vai e Vêm;10,59;3177;TERCEIROS;;
43875;FEV;70118;Produto T;52;t309;Fábrica Sudeste;Novo Horizonte;8,1;421,2;HIDRO;;
43875;FEV;77891;Produto R;11;BT362;Fábrica Nordeste;Flash;2,76;30,36;MAKE;;
43875;FEV;77891;Produto R;456;BU035A;Fábrica Nordeste;Vai e Vêm;13,52;6165,12;GIFT;;
43875;FEV;65472;Produto U;311;U032AT;Fábrica Nordeste;Gavião;5,65;1757,15;MAKE;;
43875;FEV;58880;Produto L;68;BT343;Fábrica Nordeste;Flash;3,08;209,44;TERCEIROS;;
43875;FEV;44452;Produto V;385;T332A;Fábrica Sudeste;Novo Horizonte;3,1;1193,5;MAKE;;
43875;FEV;37166;Produto N;160;U036;Fábrica Sudeste;Del Monte;26,12;4179,2;TERCEIROS;;
43875;FEV;29670;Produto D;42;BT311;Fábrica Nordeste;Gavião;3,39;142,38;GIFT;;
43875;FEV;41460;Produto E;180;U010AT;Fábrica Nordeste;Novo Horizonte;6,18;1112,4;HIDRO;;
43875;FEV;37166;Produto N;270;T362;Fábrica Nordeste;Flash;10,07;2718,9;TERCEIROS;;
43875;FEV;41763;Produto I;100;T185B;Fábrica Sudeste;Vai e Vêm;14,96;1496;GIFT;;
43875;FEV;34344;Produto Y;490;BU017A;Fábrica Nordeste;Del Monte;6,77;3317,3;GIFT;;
43875;FEV;39682;Produto K;469;BT343;Fábrica Nordeste;Flash;3,08;1444,52;CREMES;;
43875;FEV;36379;Produto G;455;BU013;Fábrica Sudeste;Flash;15,4;7007;HIDRO;;
43875;FEV;70118;Produto T;393;BU017;Fábrica Sudeste;Del Monte;8,41;3305,13;HIDRO;;
43875;FEV;37166;Produto N;307;T351TO;Fábrica Sudeste;Flash;3,55;1089,85;TERCEIROS;;
43875;FEV;30581;Produto M;14;T355;Fábrica Nordeste;Novo Horizonte;3,86;54,04;TERCEIROS;;
43875;FEV;48128;Produto F;337;U021;Fábrica Sudeste;Rapidex;3,64;1226,68;GIFT;;
43875;FEV;71644;Produto J;426;U018TO;Fábrica Nordeste;Vai e Vêm;3,55;1512,3;TERCEIROS;;
43875;FEV;44847;Produto P;433;U021;Fábrica Sudeste;Novo Horizonte;3,64;1576,12;TERCEIROS;;
43875;FEV;34905;Produto H;260;U023;Fábrica Nordeste;Gavião;3,86;1003,6;TERCEIROS;;
43875;FEV;48128;Produto F;46;U027;Fábrica Nordeste;Gavião;4,92;226,32;GIFT;;
43875;FEV;73791;Produto B;162;U015;Fábrica Nordeste;Del Monte;3,35;542,7;CREMES;;
43875;FEV;37166;Produto N;414;T352TO;Fábrica Nordeste;Flash;4,08;1689,12;TERCEIROS;;
43875;FEV;41460;Produto E;169;R261;Fábrica Nordeste;Flash;7,01;1184,69;GIFT;;
43875;FEV;44452;Produto V;64;U007ATA;Fábrica Sudeste;Flash;5,09;325,76;MAKE;;
43876;FEV;39682;Produto K;262;t261t;Fábrica Sudeste;Vai e Vêm;6,16;1613,92;CREMES;;
43876;FEV;38309;Produto W;405;u013;Fábrica Nordeste;Del Monte;3,64;1474,2;GIFT;;
43876;FEV;71644;Produto J;191;U036;Fábrica Sudeste;Del Monte;4,21;804,11;MAKE;;
43876;FEV;34344;Produto Y;55;T345;Fábrica Nordeste;Vai e Vêm;3,63;199,65;GIFT;;
43876;FEV;41763;Produto I;271;U0213;Fábrica Sudeste;Del Monte;3,86;1046,06;GIFT;;
43876;FEV;77891;Produto R;150;U006TT;Fábrica Nordeste;Vai e Vêm;5,42;813;GIFT;;
43876;FEV;65472;Produto U;249;BT346;Fábrica Nordeste;Gavião;9,54;2375,46;MAKE;;
43876;FEV;46609;Produto Q;265;BT264;Fábrica Nordeste;Del Monte;8,26;2188,9;TERCEIROS;;
43876;FEV;29670;Produto D;318;t322;Fábrica Sudeste;Flash;4,09;1300,62;GIFT;;
43878;FEV;73791;Produto B;470;bu023;Fábrica Nordeste;Del Monte;12,49;5870,3;TERCEIROS;;
